"Name","Location","Symbol Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_0","0805f402","Instruction Label","","switchD_0805f366","Analysis","3","0"
"caseD_1","0805f402","Instruction Label","","switchD_0805f366","Analysis","0","0"
"FUN_0805f440","0805f440","Function","undefined","Global","Default","2","0"
"FUN_0805f46c","0805f46c","Function","undefined","Global","Default","14","0"
"FUN_0805f5cc","0805f5cc","Function","undefined","Global","Default","1","0"
"FUN_0805f67c","0805f67c","Function","undefined","Global","Default","1","0"
"FUN_0805f6a4","0805f6a4","Function","undefined","Global","Default","2","0"
"switchD","0805f6c0","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"switchdataD_0805f6c8","0805f6c8","Data Label","pointer","switchD_0805f6c0","Analysis","2","0"
"caseD_7","0805f704","Instruction Label","","switchD_0805f6c0","Analysis","2","0"
"caseD_c","0805f70e","Instruction Label","","switchD_0805f6c0","Analysis","2","0"
"caseD_b","0805f740","Instruction Label","","switchD_0805f6c0","Analysis","2","0"
"caseD_f","0805f746","Instruction Label","","switchD_0805f6c0","Analysis","2","0"
"caseD_2","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","17","0"
"caseD_3","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_4","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_5","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_6","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_8","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_9","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_a","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_d","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_e","0805f764","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"caseD_0","0805f768","Instruction Label","","switchD_0805f6c0","Analysis","3","0"
"caseD_1","0805f768","Instruction Label","","switchD_0805f6c0","Analysis","0","0"
"FUN_0805f76c","0805f76c","Function","undefined","Global","Default","1","0"
"FUN_0805f7a0","0805f7a0","Function","undefined","Global","Default","3","0"
"FUN_0805f7dc","0805f7dc","Function","undefined","Global","Default","5","0"
"FUN_0805f820","0805f820","Function","undefined","Global","Default","2","0"
"FUN_0805f8e4","0805f8e4","Function","undefined","Global","Default","2","0"
"FUN_0805f8f8","0805f8f8","Function","undefined","Global","Default","2","0"
"FUN_0805f918","0805f918","Function","undefined","Global","Default","2","0"
"FUN_0805f9a0","0805f9a0","Function","undefined","Global","Default","1","0"
"FUN_0805f9e8","0805f9e8","Function","undefined","Global","Default","0","1"
"FUN_0805fa98","0805fa98","Function","undefined","Global","Default","0","1"
"FUN_0805fbe8","0805fbe8","Function","undefined","Global","Default","0","1"
"FUN_0805fc74","0805fc74","Function","undefined","Global","Default","1","0"
"FUN_0805fd24","0805fd24","Function","undefined","Global","Default","0","0"
"FUN_0805fdc0","0805fdc0","Function","undefined","Global","Default","0","0"
"FUN_0805fe48","0805fe48","Function","undefined","Global","Default","0","0"
"FUN_0805ff18","0805ff18","Function","undefined","Global","Default","0","0"
"FUN_0805ff2c","0805ff2c","Function","undefined","Global","Default","1","0"
"FUN_0805ffa0","0805ffa0","Function","undefined","Global","Default","0","1"
"FUN_0805ffd8","0805ffd8","Function","undefined","Global","Default","0","1"
"FUN_08060090","08060090","Function","undefined","Global","Default","0","0"
"FUN_080600a8","080600a8","Function","undefined","Global","Default","0","1"
"FUN_080600f0","080600f0","Function","undefined","Global","Default","1","0"
"FUN_0806014c","0806014c","Function","undefined","Global","Default","0","0"
"FUN_08060158","08060158","Function","undefined","Global","Default","1","0"
"FUN_080601d4","080601d4","Function","undefined","Global","Default","0","0"
"FUN_08060354","08060354","Function","undefined","Global","Default","1","0"
"FUN_080603b4","080603b4","Function","undefined","Global","Default","0","1"
"FUN_080603fc","080603fc","Function","undefined","Global","Default","0","1"
"FUN_08060428","08060428","Function","undefined","Global","Default","0","1"
"FUN_0806045c","0806045c","Function","undefined","Global","Default","0","0"
"FUN_080604c8","080604c8","Function","undefined","Global","Default","0","0"
"FUN_080604dc","080604dc","Function","undefined","Global","Default","3","0"
"FUN_08060528","08060528","Function","undefined","Global","Default","1","0"
"FUN_080606c0","080606c0","Function","undefined","Global","Default","2","0"
"FUN_080606d8","080606d8","Function","undefined","Global","Default","1","0"
"FUN_08060700","08060700","Function","undefined","Global","Default","0","0"
"FUN_0806076c","0806076c","Function","undefined","Global","Default","0","0"
"switchD","080607d8","Instruction Label","","switchD_080607d8","Analysis","0","0"
"switchdataD_080607e4","080607e4","Data Label","undefined *","switchD_080607d8","Analysis","3","0"
"caseD_5","080607fc","Instruction Label","","switchD_080607d8","Analysis","2","0"
"caseD_4","0806081e","Instruction Label","","switchD_080607d8","Analysis","2","0"
"caseD_3","0806082a","Instruction Label","","switchD_080607d8","Analysis","2","0"
"caseD_2","08060830","Instruction Label","","switchD_080607d8","Analysis","2","0"
"caseD_1","08060836","Instruction Label","","switchD_080607d8","Analysis","2","0"
"caseD_0","08060846","Instruction Label","","switchD_080607d8","Analysis","2","0"
"caseD_6","080608d8","Instruction Label","","switchD_080607d8","Analysis","5","0"
"FUN_080608e4","080608e4","Function","undefined","Global","Default","0","0"
"FUN_0806097c","0806097c","Function","undefined","Global","Default","0","0"
"CreateZeldaFollower","080609ac","Function","undefined","Global","User Defined","1","0"
"FUN_080609e8","080609e8","Function","undefined","Global","Default","0","0"
"FUN_08060a00","08060a00","Function","undefined","Global","Default","0","1"
"FUN_08060ae0","08060ae0","Function","undefined","Global","Default","0","1"
"FUN_08060b5c","08060b5c","Function","undefined","Global","Default","0","1"
"FUN_08060ba0","08060ba0","Function","undefined","Global","Default","0","1"
"FUN_08060d78","08060d78","Function","undefined","Global","Default","0","1"
"FUN_08060dd0","08060dd0","Function","undefined","Global","Default","0","1"
"FUN_08060df4","08060df4","Function","undefined","Global","Default","0","1"
"FUN_08060dfc","08060dfc","Function","undefined","Global","Default","0","1"
"FUN_08060e34","08060e34","Function","undefined","Global","Default","0","1"
"FUN_08060e70","08060e70","Function","undefined","Global","Default","15","0"
"FUN_08060e94","08060e94","Function","undefined","Global","Default","2","0"
"FUN_08060edc","08060edc","Function","undefined","Global","Default","1","0"
"FUN_08060f80","08060f80","Function","undefined","Global","Default","3","0"
"FUN_08060fd0","08060fd0","Function","undefined","Global","Default","4","0"
"FUN_08061090","08061090","Function","undefined","Global","Default","1","0"
"FUN_08061120","08061120","Function","undefined","Global","Default","5","0"
"FUN_08061170","08061170","Function","undefined","Global","Default","7","0"
"FUN_080611d4","080611d4","Function","undefined","Global","Default","1","0"
"FUN_08061230","08061230","Function","undefined","Global","Default","2","0"
"switchD","08061260","Instruction Label","","switchD_08061260","Analysis","0","0"
"switchdataD_08061268","08061268","Data Label","pointer","switchD_08061260","Analysis","2","0"
"caseD_4","080612e8","Instruction Label","","switchD_08061260","Analysis","25","0"
"caseD_5","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_6","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_7","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_8","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_9","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_a","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_b","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_c","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_d","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_e","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_10","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_11","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_12","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_14","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_15","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_16","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_17","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_18","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_19","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_1a","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_1c","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_1d","080612e8","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_0","0806133a","Instruction Label","","switchD_08061260","Analysis","11","0"
"caseD_1","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_2","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_3","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_f","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_13","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_1b","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_1e","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"caseD_1f","0806133a","Instruction Label","","switchD_08061260","Analysis","0","0"
"FUN_08061358","08061358","Function","undefined","Global","Default","1","0"
"FUN_08061464","08061464","Function","undefined","Global","Default","2","0"
"switchD","0806149c","Instruction Label","","switchD_0806149c","Analysis","0","0"
"switchdataD_080614a4","080614a4","Data Label","undefined *","switchD_0806149c","Analysis","6","0"
"caseD_0","080614c4","Instruction Label","","switchD_0806149c","Analysis","2","0"
"caseD_4","080614e2","Instruction Label","","switchD_0806149c","Analysis","2","0"
"caseD_8","08061514","Instruction Label","","switchD_0806149c","Analysis","2","0"
"caseD_c","08061544","Instruction Label","","switchD_0806149c","Analysis","2","0"
"caseD_10","08061566","Instruction Label","","switchD_0806149c","Analysis","2","0"
"caseD_14","08061584","Instruction Label","","switchD_0806149c","Analysis","2","0"
"caseD_18","080615b4","Instruction Label","","switchD_0806149c","Analysis","2","0"
"caseD_1c","080615e4","Instruction Label","","switchD_0806149c","Analysis","2","0"
"FUN_08061630","08061630","Function","undefined","Global","Default","2","0"
"FUN_080616a8","080616a8","Function","undefined","Global","Default","1","0"
"FUN_08061720","08061720","Function","undefined","Global","Default","1","0"
"FUN_08061798","08061798","Function","undefined","Global","Default","1","0"
"FUN_08061810","08061810","Function","undefined","Global","Default","1","0"
"FUN_08061888","08061888","Function","undefined","Global","Default","1","0"
"FUN_08061900","08061900","Function","undefined","Global","Default","2","0"
"FUN_08061978","08061978","Function","undefined","Global","Default","2","0"
"FUN_080619f0","080619f0","Function","undefined","Global","Default","2","0"
"FUN_08061a1c","08061a1c","Function","undefined","Global","Default","2","0"
"FUN_08061a48","08061a48","Function","undefined","Global","Default","2","0"
"FUN_08061a74","08061a74","Function","undefined","Global","Default","2","0"
"FUN_08061aa0","08061aa0","Function","undefined","Global","Default","0","1"
"FUN_08061aa8","08061aa8","Function","undefined","Global","Default","0","1"
"FUN_08061acc","08061acc","Function","undefined","Global","Default","0","1"
"FUN_08061afc","08061afc","Function","undefined","Global","Default","2","0"
"FUN_08061b18","08061b18","Function","undefined","Global","Default","0","0"
"FUN_08061b58","08061b58","Function","undefined","Global","Default","0","1"
"FUN_08061b8c","08061b8c","Function","undefined","Global","Default","0","1"
"FUN_08061bc8","08061bc8","Function","undefined","Global","Default","0","1"
"FUN_08061c00","08061c00","Function","undefined","Global","Default","0","0"
"FUN_08061c60","08061c60","Function","undefined","Global","Default","0","1"
"FUN_08061cb4","08061cb4","Function","undefined","Global","Default","3","0"
"FUN_08061cec","08061cec","Function","undefined","Global","Default","0","1"
"FUN_08061d64","08061d64","Function","undefined","Global","Default","1","1"
"FUN_08061e24","08061e24","Function","undefined","Global","Default","0","1"
"FUN_08061e50","08061e50","Function","undefined","Global","Default","0","1"
"FUN_08061e70","08061e70","Function","undefined","Global","Default","0","0"
"FUN_08061e90","08061e90","Function","undefined","Global","Default","0","0"
"FUN_08061f94","08061f94","Function","undefined","Global","Default","0","0"
"FUN_08061fe4","08061fe4","Function","undefined","Global","Default","0","0"
"FUN_08061ff4","08061ff4","Function","undefined","Global","Default","0","0"
"FUN_0806200c","0806200c","Function","undefined","Global","Default","0","0"
"FUN_08062048","08062048","Function","undefined","Global","Default","1","0"
"FUN_08062088","08062088","Function","undefined","Global","Default","0","1"
"FUN_080620c8","080620c8","Function","undefined","Global","Default","0","1"
"FUN_080620f4","080620f4","Function","undefined","Global","Default","0","1"
"FUN_08062130","08062130","Function","undefined","Global","Default","0","1"
"FUN_08062194","08062194","Function","undefined","Global","Default","0","0"
"FUN_080621ac","080621ac","Function","undefined","Global","Default","1","0"
"FUN_080622f4","080622f4","Function","undefined","Global","Default","1","0"
"FUN_08062500","08062500","Function","undefined","Global","Default","0","0"
"FUN_0806252c","0806252c","Function","undefined","Global","Default","2","0"
"FUN_08062634","08062634","Function","undefined","Global","Default","0","0"
"FUN_0806265c","0806265c","Function","undefined","Global","Default","1","0"
"FUN_08062698","08062698","Function","undefined","Global","Default","0","0"
"FUN_080626ac","080626ac","Function","undefined","Global","Default","0","0"
"FUN_080626c0","080626c0","Function","undefined","Global","Default","0","0"
"FUN_080626e0","080626e0","Function","undefined","Global","Default","0","0"
"FUN_08062788","08062788","Function","undefined","Global","Default","0","0"
"FUN_080627e8","080627e8","Function","undefined","Global","Default","0","0"
"FUN_08062834","08062834","Function","undefined","Global","Default","0","1"
"switchD","08062864","Instruction Label","","switchD_08062864","Analysis","0","0"
